TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
1,F,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,573.0,598.6,558.0,709.3,0,1.0,120.0,100.0,100.0,100.0,120.0,540.0,G,G,E,E,3,Q,B,D,D,C,A,B,A,B,B,B,A,B,E,B,B,D,B,C,B
4,M,1,3,1,1,2,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,513.9,488.3,416.5,376.4,1,1.0,120.0,60.0,60.0,100.0,0.0,340.0,D,F,A,B,4,B,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
7,M,1,3,1,1,5,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,456.5,576.1,610.9,652.2,0,1.0,120.0,200.0,120.0,120.0,160.0,720.0,E,H,D,B,1,A,A,B,B,A,A,B,A,A,A,B,A,A,B,A,A,B,A,B,B
11,M,1,3,1,1,10,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,C,F,D,D,2,C,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,B,B
10,M,1,2,1,1,6,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,463.2,499.3,446.3,535.1,1,1.0,80.0,120.0,120.0,100.0,80.0,500.0,A,A,A,A,6,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
1,F,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,501.9,485.7,576.5,607.8,1,1.0,140.0,100.0,80.0,100.0,0.0,420.0,E,E,D,D,4,D,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,E,A,B,B
15,M,2,3,1,1,17,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1226.0,1196.0,1206.0,1216.0,583.7,658.1,599.2,675.0,1,1.0,140.0,120.0,120.0,140.0,160.0,680.0,F,E,F,C,5,Q,A,B,C,B,A,B,A,B,A,A,A,A,B,A,B,C,A,B,B
11,F,1,2,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,1,1,0,,1191.0,1201.0,,,376.3,405.9,,1,1.0,100.0,120.0,120.0,120.0,60.0,520.0,B,B,B,A,5,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
3,F,3,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,D,D,B,B,5,B,A,B,E,B,B,B,B,B,B,B,A,A,B,B,A,E,A,A,B
7,M,1,2,1,1,3,1,,0,,,,,,,,1200401,12,AC,0,1,1,0,,1193.0,1204.0,,,403.6,507.4,,1,1.0,120.0,120.0,100.0,120.0,80.0,540.0,E,E,B,B,5,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
5,F,1,3,4,1,2,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,E,A,A,8,A,A,A,C,A,A,B,A,A,A,A,A,A,A,A,A,C,B,A,A
6,F,1,1,1,1,3,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,532.2,488.3,529.9,488.6,1,1.0,120.0,140.0,120.0,120.0,120.0,620.0,E,G,B,D,4,G,A,C,D,B,A,B,A,B,A,A,A,A,C,A,A,E,A,B,B
4,F,0,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,C,E,E,E,5,H,B,D,D,C,A,B,B,B,B,B,A,A,E,A,B,E,A,D,B
2,M,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,462.2,557.8,549.1,725.4,0,1.0,120.0,160.0,120.0,140.0,20.0,560.0,F,G,D,B,3,G,A,B,C,A,B,B,B,A,A,B,A,A,C,B,B,E,B,C,B
1,F,1,3,1,3,0,1,,1,,,,,,,,1200203,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,562.6,426.9,516.8,447.8,1,1.0,120.0,120.0,120.0,100.0,80.0,540.0,F,G,D,D,5,H,A,D,E,B,B,B,B,B,B,B,A,A,B,A,A,E,A,B,B
4,F,0,1,1,1,2,1,,0,,,,,,,,1200252,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,412.6,492.7,486.0,597.5,1,1.0,140.0,180.0,120.0,140.0,140.0,720.0,C,E,D,D,1,B,A,B,B,A,A,B,A,A,B,A,A,A,A,A,A,B,A,A,B
11,M,1,2,1,1,6,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,460.4,502.2,416.8,434.6,1,1.0,120.0,180.0,120.0,120.0,60.0,600.0,E,B,A,A,1,C,A,B,A,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,B
11,F,0,2,1,1,11,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,582.6,590.1,556.9,619.1,1,1.0,80.0,160.0,120.0,140.0,100.0,600.0,H,F,F,A,4,E,A,B,C,B,A,B,A,B,A,A,A,B,B,A,A,C,A,C,B
3,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,2,1,1,2,,1193.0,1204.0,,,515.9,472.4,,1,1.0,120.0,120.0,100.0,100.0,160.0,600.0,H,B,C,A,2,C,A,B,B,A,B,B,B,A,A,A,A,A,B,A,A,C,A,A,B
8,F,1,3,1,1,6,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,406.9,405.2,432.8,374.8,1,1.0,80.0,40.0,40.0,80.0,0.0,240.0,A,A,B,B,5,B,A,B,D,A,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
1,F,1,2,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,531.1,615.1,598.4,581.3,0,1.0,160.0,180.0,140.0,180.0,180.0,840.0,B,G,C,D,5,M,A,E,D,B,B,B,A,A,A,A,A,A,B,A,B,E,A,D,B
3,F,1,3,1,1,1,1,,0,,,,,,,,1200252,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,452.7,469.3,493.9,422.2,1,1.0,100.0,120.0,120.0,120.0,120.0,580.0,B,E,B,B,3,C,A,B,D,A,A,B,B,B,B,A,A,A,B,B,B,C,A,A,B
1,F,1,2,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,517.6,471.3,583.9,491.1,0,1.0,120.0,160.0,120.0,160.0,120.0,680.0,F,H,D,D,4,E,A,C,C,B,B,B,B,B,B,B,A,B,C,A,B,D,A,D,B
10,M,0,2,1,1,6,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,512.1,592.0,560.9,634.7,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,D,E,B,B,4,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
15,F,4,3,1,1,0,1,,0,,,,,,,,1200500,12,AC,0,1,1,0,,1192.0,1202.0,,,412.0,451.1,,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,B,A,A,A,2,G,A,C,D,B,B,B,A,A,B,A,A,A,B,A,A,C,A,A,B
3,F,1,3,1,2,0,2,1.0,0,1200336.0,Mâncio Lima,12.0,AC,2.0,1.0,1.0,1200336,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,C,F,F,5,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
12,M,2,1,1,1,14,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,509.6,551.8,529.2,335.0,1,1.0,120.0,40.0,40.0,120.0,0.0,320.0,A,A,A,A,6,G,A,C,D,B,B,B,B,B,B,B,A,A,B,A,A,E,A,A,B
4,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,E,B,B,6,B,D,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
14,M,2,2,1,1,17,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,B,A,B,B,4,J,A,C,D,B,A,B,B,A,A,A,A,A,C,A,B,E,A,E,B
2,M,1,3,1,2,0,2,1.0,0,1200807.0,Porto Acre,12.0,AC,2.0,2.0,1.0,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,378.1,463.5,490.3,649.9,1,1.0,120.0,80.0,80.0,100.0,0.0,380.0,E,E,D,B,3,F,A,B,C,B,A,B,A,A,A,A,A,A,B,A,B,D,A,A,B
4,M,1,1,1,2,0,2,1.0,0,1200427.0,Rodrigues Alves,12.0,AC,2.0,1.0,1.0,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,C,B,F,5,B,A,B,D,A,B,B,B,B,A,A,A,A,B,A,A,E,A,A,B
5,M,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,B,A,A,6,B,A,B,A,A,B,B,A,B,B,A,A,A,B,A,B,A,A,B,B
11,M,2,3,1,1,8,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,D,D,A,A,2,C,A,B,C,B,B,B,B,A,A,A,A,A,B,A,A,C,A,B,B
12,M,1,5,1,1,0,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,A,A,A,8,B,A,B,C,A,A,B,B,A,B,A,A,A,A,A,A,D,A,A,A
8,M,1,2,1,1,5,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,E,B,C,B,3,B,A,B,B,A,A,B,A,B,A,A,B,A,B,A,A,C,A,A,B
10,F,1,3,1,1,7,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,B,B,B,3,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
1,M,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,482.5,508.1,510.5,609.2,0,1.0,120.0,120.0,120.0,120.0,80.0,560.0,G,F,E,D,3,J,B,C,D,A,A,B,A,B,A,A,A,A,C,A,B,C,B,B,B
13,F,2,3,1,1,17,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,B,A,A,6,C,A,D,D,A,B,B,A,A,A,A,A,A,B,A,A,D,A,B,B
4,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,F,B,B,3,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,A,A,A,B
4,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,E,F,C,B,3,E,A,C,C,B,A,B,B,B,B,B,A,A,C,A,A,D,A,B,B
2,M,1,2,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,G,G,F,E,5,H,A,D,D,B,B,B,A,B,A,B,A,A,B,A,A,D,A,B,B
6,F,0,4,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,C,D,C,B,2,B,A,B,B,A,A,B,A,B,B,A,A,A,B,A,A,C,A,A,B
12,M,2,3,1,1,13,1,,0,,,,,,,,1200500,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,574.0,640.3,541.8,396.2,0,1.0,120.0,120.0,120.0,100.0,120.0,580.0,H,H,F,F,2,F,A,B,C,A,B,B,A,B,B,A,A,A,B,A,B,B,A,B,B
6,F,1,4,1,1,4,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,420.4,442.4,356.9,361.1,1,1.0,120.0,160.0,120.0,120.0,60.0,580.0,B,B,A,A,2,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,A,A,B
1,M,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,496.7,560.1,531.7,634.3,0,1.0,120.0,40.0,40.0,120.0,40.0,360.0,F,G,E,E,4,F,D,D,D,D,B,C,B,B,B,B,A,B,E,A,B,E,A,D,B
13,F,2,1,1,1,17,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,A,A,D,A,7,E,A,C,C,A,B,B,A,B,A,B,A,A,B,A,B,D,A,B,B
3,F,1,3,1,2,0,2,1.0,0,1200203.0,Cruzeiro do Sul,12.0,AC,2.0,1.0,1.0,1200203,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,404.1,467.5,444.0,451.1,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0,A,B,B,B,7,C,A,B,D,A,A,B,A,B,B,A,A,A,B,A,B,E,A,A,B
4,M,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,G,G,D,D,4,N,A,D,E,C,A,B,B,B,A,B,A,A,B,A,B,E,A,E,B
11,F,1,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,E,B,B,2,A,A,B,B,A,A,B,A,B,B,A,A,A,B,A,A,B,A,A,A
4,F,1,2,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,442.3,380.2,506.9,368.3,0,1.0,80.0,120.0,100.0,80.0,60.0,440.0,E,E,B,B,3,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,B
1,M,1,1,1,2,0,3,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,636.1,632.3,619.0,752.2,0,1.0,140.0,120.0,100.0,160.0,180.0,700.0,G,G,E,E,5,Q,D,E,E,C,A,C,B,B,B,B,A,A,C,A,B,E,A,D,B
4,M,1,3,1,2,0,2,,0,1200450.0,Senador Guiomard,12.0,AC,2.0,1.0,1.0,1200450,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,C,B,B,F,8,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
3,M,1,2,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,D,C,B,4,D,A,B,B,B,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
12,F,2,3,1,1,13,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,C,C,B,B,3,C,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,C,A,A,B
6,M,1,3,1,1,3,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,453.7,445.9,465.0,430.4,1,1.0,80.0,120.0,100.0,80.0,100.0,480.0,E,E,C,B,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
3,M,1,4,1,1,1,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,427.4,465.9,484.8,355.0,1,1.0,80.0,120.0,80.0,80.0,0.0,360.0,F,F,D,B,3,B,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,C,A,B,B
5,M,1,2,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,480.6,432.2,476.1,505.3,1,1.0,100.0,120.0,100.0,100.0,60.0,480.0,B,B,C,B,6,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
3,F,1,3,1,1,1,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,E,A,B,8,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
4,M,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,469.9,484.5,453.5,388.8,1,1.0,120.0,120.0,120.0,100.0,40.0,500.0,B,D,C,B,4,C,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,D,A,A,B
2,M,1,3,1,3,0,1,,1,,,,,,,,1200500,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,460.5,542.1,558.5,478.4,0,1.0,120.0,120.0,120.0,120.0,40.0,520.0,H,E,A,D,3,D,A,C,D,A,A,B,B,B,B,A,A,A,B,A,A,D,A,B,B
8,M,1,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,514.7,566.7,540.4,395.3,1,1.0,100.0,100.0,80.0,80.0,60.0,420.0,B,B,F,B,2,B,A,B,C,A,A,B,A,A,B,A,A,A,C,A,A,C,A,A,A
4,F,2,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,D,E,B,B,5,B,A,B,D,B,A,B,B,B,B,A,A,A,C,A,A,D,A,A,B
3,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,396.2,454.2,383.1,380.0,1,1.0,100.0,40.0,40.0,120.0,40.0,340.0,H,F,F,D,7,C,A,B,D,A,B,B,A,B,B,A,A,A,B,A,B,B,B,A,B
5,F,1,1,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,540.7,576.7,556.7,610.7,0,1.0,120.0,140.0,120.0,120.0,120.0,620.0,F,F,E,E,2,G,A,C,C,B,A,B,A,B,A,B,A,B,D,B,A,C,A,D,B
13,F,1,1,1,1,17,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,C,D,A,B,3,J,A,C,D,B,A,B,A,B,A,A,A,A,C,A,B,D,A,B,B
9,M,1,3,1,1,7,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,465.4,530.1,526.6,441.9,0,1.0,120.0,140.0,120.0,120.0,100.0,600.0,B,E,B,D,3,E,A,D,D,A,C,B,B,B,A,A,A,A,C,A,A,C,A,B,B
2,M,1,3,1,2,0,2,1.0,0,1200427.0,Rodrigues Alves,12.0,AC,2.0,1.0,1.0,1200203,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,397.5,460.0,516.7,492.1,1,1.0,80.0,120.0,80.0,120.0,40.0,440.0,F,F,D,B,4,B,B,C,D,B,B,B,B,B,B,B,A,A,C,A,A,D,A,B,B
4,F,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,466.1,516.9,432.0,511.2,1,1.0,120.0,160.0,120.0,120.0,120.0,640.0,B,E,A,A,1,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,B,A
8,M,1,1,1,1,5,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,E,B,B,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
5,F,1,3,1,1,3,1,,0,,,,,,,,1200104,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,C,C,C,4,D,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,C,A,A,B
11,F,1,3,1,1,9,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,C,E,C,B,4,B,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,E,A,A,B
14,M,4,3,1,1,16,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,C,B,A,A,2,F,A,B,C,A,B,B,B,B,A,A,A,A,C,A,A,C,A,A,B
11,F,4,3,1,1,11,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,D,B,C,B,2,G,A,B,C,A,C,B,B,B,B,B,A,A,C,A,A,E,A,B,B
4,F,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,E,F,C,D,2,B,A,C,C,B,A,B,A,B,B,B,A,A,C,A,A,C,A,B,B
12,M,1,3,1,1,13,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,C,A,A,6,H,A,B,D,B,B,C,B,B,A,A,A,A,B,A,A,E,A,B,B
1,F,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,G,F,E,A,5,F,C,D,D,C,A,C,C,B,B,A,A,A,C,A,A,E,A,C,B
1,F,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,619.9,641.5,553.7,720.9,0,1.0,160.0,200.0,180.0,180.0,200.0,920.0,G,G,E,E,5,L,D,E,E,D,B,C,C,B,A,B,A,B,E,B,B,E,B,B,B
5,F,0,1,1,1,3,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,E,G,E,E,3,G,B,D,C,C,A,B,B,B,B,B,A,B,C,A,A,D,A,B,B
4,F,1,1,1,1,1,1,,0,,,,,,,,1200013,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,E,C,D,D,7,H,A,D,E,C,B,B,B,B,A,B,A,A,B,A,A,E,A,B,B
11,F,1,3,1,1,10,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,533.7,575.2,460.6,610.3,1,1.0,100.0,120.0,120.0,120.0,100.0,560.0,E,E,B,B,9,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B
6,M,1,3,1,1,5,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,749.8,721.9,650.4,894.8,0,1.0,100.0,120.0,120.0,120.0,120.0,580.0,G,E,E,D,2,N,A,B,C,C,B,B,B,B,A,B,A,A,C,A,A,C,A,C,B
3,M,1,2,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,D,C,C,B,8,D,A,B,C,A,A,B,A,B,B,A,A,A,B,A,A,B,A,A,B
12,F,1,3,1,1,16,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,430.8,535.5,497.1,334.9,0,1.0,120.0,120.0,120.0,120.0,100.0,580.0,C,C,A,A,5,C,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,,1200336,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,403.6,485.4,445.7,477.5,1,1.0,100.0,120.0,120.0,120.0,80.0,540.0,D,C,F,D,8,B,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,C,A,A,A
3,F,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,340.7,394.1,370.0,391.9,0,1.0,140.0,100.0,100.0,120.0,0.0,460.0,E,G,F,D,2,B,A,C,D,C,A,B,B,B,B,B,A,B,C,A,B,C,A,A,B
15,M,3,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,A,A,A,4,C,A,B,C,A,C,B,A,A,A,A,A,A,B,A,A,C,A,A,B
2,F,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,558.0,518.9,581.4,618.8,0,1.0,140.0,160.0,120.0,120.0,120.0,660.0,C,E,C,B,4,C,A,B,D,A,B,B,A,B,B,B,A,A,B,A,B,E,A,A,B
13,F,3,1,1,1,17,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,G,E,D,C,5,D,A,C,C,B,A,B,A,B,A,A,A,A,B,A,B,D,A,B,B
6,F,1,2,1,1,2,1,,0,,,,,,,,1200401,12,AC,0,1,1,0,,1193.0,1204.0,,,544.7,542.4,,1,1.0,100.0,40.0,40.0,80.0,0.0,260.0,H,H,F,A,6,A,A,B,C,A,A,B,B,B,B,A,A,A,B,A,A,E,A,A,B
5,F,1,3,1,1,4,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,572.8,588.0,581.8,562.5,1,1.0,140.0,180.0,140.0,200.0,140.0,800.0,H,H,D,F,4,E,A,C,D,B,A,B,A,A,A,A,A,A,B,A,A,D,A,B,B
2,M,3,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,F,F,D,D,2,E,A,B,C,B,A,B,B,B,A,A,A,A,B,A,A,C,A,A,B
1,M,1,4,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,591.4,547.9,583.3,657.1,0,1.0,160.0,200.0,180.0,180.0,160.0,880.0,G,G,D,D,5,G,A,C,E,B,A,B,B,B,A,A,A,A,D,A,A,D,A,B,B
3,M,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,455.0,483.5,523.7,442.0,0,1.0,120.0,160.0,120.0,160.0,160.0,720.0,E,E,B,F,3,B,A,B,C,A,A,B,A,B,B,A,A,A,B,A,A,C,A,A,B
15,F,1,2,1,1,17,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,406.8,472.2,456.0,355.5,1,1.0,120.0,120.0,120.0,120.0,0.0,480.0,H,H,B,B,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
3,F,1,1,1,3,0,1,,1,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,A,A,B,B,6,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A
