TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
8,F,2,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,433.8,536.2,490.0,517.3,1,1.0,100.0,40.0,40.0,120.0,40.0,340.0,E,E,F,C,4,B,A,B,B,A,A,B,B,A,A,A,A,A,B,A,A,C,A,A,B
3,M,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,564.1,576.7,558.4,613.6,0,1.0,140.0,80.0,120.0,140.0,120.0,600.0,E,F,B,B,4,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,D,A,B,B
5,F,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,505.1,575.2,551.8,443.5,1,1.0,140.0,120.0,120.0,140.0,40.0,560.0,B,E,C,B,4,E,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
11,F,1,4,1,1,7,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,C,C,A,A,2,A,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,B
6,M,1,3,1,1,4,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,432.3,584.8,520.9,452.6,1,1.0,120.0,120.0,140.0,120.0,120.0,620.0,H,E,B,B,4,A,A,B,C,A,A,B,A,B,B,A,A,A,B,A,A,A,A,A,A
9,F,1,3,1,1,7,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,551.3,676.4,606.9,634.0,1,1.0,160.0,200.0,180.0,180.0,160.0,880.0,C,C,B,B,4,C,A,B,C,A,B,B,A,A,A,B,A,A,B,A,A,E,A,A,B
11,F,2,3,1,1,12,1,,0,,,,,,,,1200104,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,545.0,603.6,607.1,660.8,1,1.0,140.0,180.0,140.0,160.0,160.0,780.0,C,E,A,B,2,D,A,B,B,B,B,B,A,B,A,A,A,A,A,A,A,C,A,B,B
5,F,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,504.2,366.4,523.3,601.4,1,1.0,120.0,100.0,120.0,140.0,100.0,580.0,H,H,F,B,7,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
3,M,1,3,1,2,0,2,1.0,0,1200435.0,Santa Rosa do Purus,12.0,AC,2.0,1.0,1.0,1200435,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,405.8,351.6,412.1,414.6,1,1.0,120.0,120.0,120.0,100.0,120.0,580.0,F,G,C,B,4,C,A,B,C,A,B,B,A,A,B,A,A,A,B,A,A,D,A,A,A
2,M,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,589.1,628.1,551.8,641.0,1,1.0,120.0,160.0,120.0,120.0,160.0,680.0,C,E,A,F,4,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,D,A,A,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,438.5,461.2,560.9,408.2,1,1.0,140.0,200.0,140.0,140.0,60.0,680.0,E,E,B,C,6,B,A,C,D,A,C,B,A,B,B,B,A,A,B,A,B,A,A,B,B
4,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,380.8,493.5,452.0,402.3,1,1.0,120.0,140.0,120.0,140.0,140.0,660.0,E,D,D,C,4,B,A,B,C,A,A,B,A,B,B,A,A,B,B,A,A,B,A,B,B
3,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,390.5,463.4,455.3,505.7,1,1.0,100.0,140.0,100.0,120.0,80.0,540.0,H,D,C,B,3,B,A,C,D,A,B,A,B,B,A,A,A,A,B,A,B,C,A,A,B
3,F,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,455.5,438.6,500.3,462.0,1,1.0,80.0,120.0,100.0,80.0,20.0,400.0,E,E,C,B,6,E,D,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
6,F,1,1,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,473.6,531.0,454.7,347.2,1,1.0,120.0,160.0,120.0,120.0,120.0,640.0,B,D,A,A,4,B,A,B,C,A,B,B,A,B,B,A,A,A,B,A,A,C,A,A,B
2,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200500,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,443.3,442.6,432.4,388.8,1,1.0,160.0,140.0,120.0,160.0,140.0,720.0,B,C,A,A,5,B,A,B,C,A,B,B,B,B,B,A,A,A,B,A,A,C,A,B,B
6,M,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,518.7,531.8,449.8,516.1,1,1.0,80.0,60.0,40.0,40.0,0.0,220.0,D,G,B,B,1,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
3,F,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,D,D,B,B,4,C,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,C,A,A,B
5,M,1,3,1,1,2,1,,0,,,,,,,,1200104,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,F,F,C,D,2,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,C,A,B,B
15,M,1,3,1,2,0,2,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,389.8,449.8,403.5,364.5,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,D,B,D,B,2,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,C,A,A,B
2,F,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,508.2,543.9,533.9,492.7,0,1.0,100.0,100.0,80.0,100.0,0.0,380.0,H,G,F,E,2,C,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,B
12,F,2,2,1,1,14,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,625.5,548.0,608.9,507.1,0,1.0,120.0,160.0,160.0,160.0,160.0,760.0,D,G,D,D,4,J,A,D,D,B,A,B,A,B,A,B,A,A,C,A,B,C,A,B,B
3,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,454.8,523.7,516.3,517.4,1,1.0,140.0,160.0,120.0,120.0,140.0,680.0,H,E,C,B,6,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,C,A,A,B
3,F,1,2,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,511.9,508.8,541.0,650.2,1,1.0,160.0,180.0,160.0,140.0,140.0,780.0,D,G,C,D,3,E,A,B,B,A,B,B,A,B,A,A,A,A,B,A,A,B,B,B,B
4,F,1,3,1,1,1,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,451.1,491.6,535.7,388.7,1,1.0,140.0,200.0,160.0,160.0,160.0,820.0,B,D,B,B,6,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
4,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,470.1,540.6,556.2,520.0,1,1.0,100.0,120.0,120.0,120.0,100.0,560.0,H,E,A,B,3,B,A,B,C,A,B,B,A,B,B,A,A,A,B,A,A,C,A,A,B
12,F,2,2,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,423.6,448.0,459.2,441.0,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0,B,B,B,B,2,C,A,B,B,B,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,,1200500,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,493.0,377.6,400.1,431.9,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,A,B,A,A,3,B,A,B,C,A,B,B,A,B,B,A,A,A,C,A,A,B,A,A,A
4,M,1,1,1,1,1,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,457.4,424.8,541.0,491.9,0,1.0,140.0,120.0,120.0,140.0,100.0,620.0,B,B,C,F,3,B,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B
15,M,0,2,1,1,11,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,A,A,A,4,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,E,A,A,B
2,F,1,1,1,3,0,1,,1,,,,,,,,1200104,12,AC,0,1,1,0,,1191.0,1201.0,,,552.1,445.5,,1,1.0,140.0,160.0,120.0,140.0,80.0,640.0,E,C,F,C,4,F,A,C,D,B,B,B,C,B,B,A,A,A,A,A,A,E,A,A,B
11,M,1,3,1,1,9,1,,0,,,,,,,,1200336,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,602.5,565.5,571.7,524.9,1,1.0,100.0,140.0,100.0,120.0,80.0,540.0,D,G,C,D,4,E,A,B,D,B,C,C,A,A,A,A,A,A,B,A,A,E,A,C,B
3,M,0,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,439.5,414.9,320.7,368.0,0,1.0,100.0,100.0,60.0,100.0,0.0,360.0,A,E,C,B,4,A,D,B,C,B,B,B,A,B,B,B,A,B,B,A,B,E,A,A,B
15,M,0,1,1,1,17,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,526.0,577.4,548.1,662.4,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0,D,G,D,E,2,P,B,C,D,C,A,B,B,B,A,B,A,A,D,B,B,D,A,C,B
3,F,1,3,1,2,0,2,1.0,0,1200500.0,Sena Madureira,12.0,AC,1.0,1.0,1.0,1200500,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,437.8,420.5,405.4,576.6,1,1.0,160.0,200.0,180.0,160.0,160.0,860.0,B,E,B,B,5,B,A,B,C,A,A,A,A,B,A,A,A,A,B,A,A,D,A,A,B
4,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,380.3,312.1,418.8,331.5,1,1.0,120.0,200.0,120.0,120.0,40.0,600.0,C,D,B,B,4,B,A,A,C,A,A,B,A,B,A,A,B,A,B,A,A,C,A,A,B
10,M,3,3,1,1,7,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,627.7,616.0,606.1,575.1,0,1.0,180.0,200.0,180.0,200.0,200.0,960.0,E,E,E,E,3,E,B,C,C,B,A,B,B,B,A,A,A,A,B,A,A,D,A,A,B
3,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,406.3,417.9,464.4,366.8,1,1.0,100.0,120.0,120.0,100.0,80.0,520.0,B,E,B,B,4,C,A,B,C,B,A,B,A,B,B,A,A,A,B,A,A,D,A,A,A
2,F,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,429.3,481.5,495.2,524.2,1,1.0,100.0,120.0,120.0,100.0,40.0,480.0,C,C,F,F,4,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
5,F,1,3,1,1,3,1,,0,,,,,,,,1200336,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,463.0,533.2,533.3,541.9,1,1.0,120.0,160.0,120.0,140.0,100.0,640.0,B,E,B,B,5,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
1,F,1,3,1,3,0,1,,1,,,,,,,,1200385,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,453.7,567.4,583.7,481.7,1,1.0,160.0,40.0,40.0,160.0,40.0,440.0,D,D,A,B,3,A,A,B,B,A,A,B,A,B,B,B,A,A,A,A,A,C,A,A,B
3,F,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,1,1,0,,1193.0,1204.0,,,541.1,575.1,,0,1.0,120.0,160.0,120.0,120.0,80.0,600.0,H,G,F,D,2,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
2,F,1,1,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,341.1,581.5,556.4,376.7,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0,E,E,B,B,5,C,A,B,C,A,B,B,A,B,A,B,A,A,B,A,A,C,A,A,B
9,M,0,3,1,1,7,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,569.1,484.0,443.2,467.5,1,1.0,120.0,100.0,80.0,100.0,80.0,480.0,G,E,D,B,5,H,A,C,D,C,C,B,B,B,A,A,A,A,B,A,A,A,A,B,B
2,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,C,D,B,F,2,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,B
3,M,0,2,1,2,0,2,1.0,0,1200500.0,Sena Madureira,12.0,AC,1.0,1.0,1.0,1200500,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,459.9,517.6,449.4,555.5,1,1.0,120.0,120.0,100.0,100.0,60.0,500.0,E,G,B,D,4,C,A,B,C,A,B,B,A,A,A,A,A,A,A,A,A,C,A,A,B
3,F,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,402.5,462.0,457.7,421.5,1,1.0,100.0,100.0,100.0,120.0,80.0,500.0,E,D,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,B
3,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,F,E,B,B,4,D,A,B,C,A,B,B,B,B,B,A,A,A,C,A,B,E,A,A,B
9,F,1,2,1,1,7,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,410.6,501.5,497.9,492.3,1,1.0,80.0,120.0,120.0,120.0,120.0,560.0,E,D,C,B,5,D,A,B,D,B,A,B,B,B,B,A,A,A,B,A,A,D,A,B,B
4,M,1,3,1,2,0,2,1.0,0,1200609.0,Tarauacá,12.0,AC,1.0,1.0,1.0,1200609,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,542.1,520.2,543.2,572.2,0,1.0,140.0,200.0,120.0,120.0,80.0,660.0,B,B,A,B,4,B,A,B,D,A,A,B,A,B,A,A,A,A,A,A,A,D,A,A,B
2,M,1,4,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,493.5,567.8,548.8,645.4,0,1.0,140.0,180.0,140.0,120.0,100.0,680.0,D,G,E,E,4,N,A,C,D,B,A,B,A,A,A,B,A,A,C,A,B,E,A,C,B
5,F,1,2,1,1,2,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,C,C,A,A,5,C,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,B
3,F,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,442.3,490.2,497.6,391.3,0,1.0,120.0,180.0,120.0,140.0,140.0,700.0,C,D,C,B,5,D,A,B,D,A,A,B,A,B,B,A,A,A,B,A,A,C,A,A,B
3,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,491.5,498.6,501.7,385.6,1,1.0,120.0,120.0,120.0,120.0,0.0,480.0,E,E,B,B,2,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A
13,M,2,1,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,440.5,461.9,412.7,384.6,1,1.0,80.0,100.0,80.0,20.0,40.0,320.0,A,B,C,B,4,B,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,C,A,A,A
4,F,1,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,E,C,F,4,C,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,D,A,B,B
5,F,1,2,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,H,B,B,7,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
8,M,1,1,1,1,5,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,542.1,613.8,627.0,546.2,0,1.0,100.0,120.0,100.0,120.0,140.0,580.0,E,D,B,B,1,B,A,B,B,A,A,B,B,A,A,B,A,A,A,A,A,B,A,A,B
6,F,1,3,2,1,3,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,B,F,B,2,B,A,B,B,A,A,B,A,B,B,A,A,A,B,A,A,B,A,A,B
11,F,1,2,1,1,12,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,418.5,411.0,501.3,377.7,1,1.0,120.0,180.0,120.0,120.0,60.0,600.0,E,C,D,D,4,B,A,B,A,A,A,B,B,A,A,A,A,A,B,A,A,B,A,B,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,443.7,580.3,629.7,479.3,0,1.0,140.0,200.0,180.0,180.0,180.0,880.0,E,E,B,C,3,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
3,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200500,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,435.3,400.6,378.7,381.8,1,1.0,80.0,140.0,100.0,100.0,60.0,480.0,E,E,C,B,3,B,A,C,C,A,C,B,A,B,B,B,A,A,C,A,A,D,A,B,B
4,M,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,335.3,319.4,469.0,397.5,1,1.0,100.0,140.0,120.0,120.0,20.0,500.0,D,C,B,B,5,B,D,B,B,A,B,B,B,B,B,A,B,A,B,A,A,B,A,A,B
2,F,1,3,1,2,0,2,1.0,0,1200344.0,Manoel Urbano,12.0,AC,2.0,1.0,1.0,1200500,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,F,D,D,B,4,C,A,C,C,A,B,B,A,A,A,A,A,A,B,A,A,B,A,A,B
11,M,3,1,1,1,12,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,507.8,547.7,487.1,429.9,1,1.0,100.0,120.0,120.0,140.0,100.0,580.0,B,A,A,A,3,B,A,B,C,B,A,B,A,B,B,A,A,A,B,A,A,C,A,A,B
3,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,468.4,499.2,422.9,366.3,0,1.0,120.0,180.0,120.0,120.0,140.0,680.0,H,G,F,D,3,B,A,B,B,A,A,B,B,B,B,A,A,A,A,A,A,B,B,A,A
2,F,0,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,459.0,452.7,319.8,448.6,0,1.0,100.0,120.0,120.0,80.0,60.0,480.0,E,B,B,A,3,B,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
2,F,1,3,1,3,0,1,,1,,,,,,,,1200807,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,441.1,625.5,588.5,522.5,0,1.0,140.0,140.0,120.0,160.0,140.0,700.0,C,C,A,A,4,A,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
2,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200450,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,435.0,442.8,509.1,428.1,0,1.0,120.0,120.0,120.0,120.0,120.0,600.0,H,E,F,C,3,B,A,B,C,A,A,B,A,B,B,A,A,A,A,A,A,C,A,A,B
4,F,1,1,1,1,1,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,414.1,494.8,490.6,496.3,1,1.0,100.0,120.0,120.0,120.0,100.0,560.0,B,A,B,F,5,B,A,B,D,A,B,B,A,B,A,A,A,A,B,A,A,C,A,A,A
2,F,1,3,1,2,0,2,1.0,0,1200336.0,Mâncio Lima,12.0,AC,2.0,1.0,1.0,1200336,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,512.9,558.6,547.1,512.2,0,1.0,100.0,180.0,140.0,160.0,200.0,780.0,B,B,A,A,4,B,A,B,C,A,A,B,A,B,B,A,A,A,A,A,A,C,A,A,B
2,F,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,404.6,502.2,510.2,336.4,1,1.0,140.0,160.0,120.0,140.0,140.0,700.0,D,A,A,A,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
3,F,0,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,468.7,342.7,425.5,422.7,1,1.0,120.0,160.0,120.0,120.0,100.0,620.0,E,D,B,B,3,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
3,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,487.8,593.4,603.2,675.0,1,1.0,160.0,180.0,180.0,180.0,180.0,880.0,E,E,F,B,3,C,A,B,C,A,A,B,B,A,B,A,A,A,B,A,A,C,A,B,B
11,F,1,3,1,1,8,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,429.3,486.8,483.3,403.6,1,1.0,120.0,120.0,80.0,100.0,40.0,460.0,B,E,B,B,5,B,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
11,M,1,1,1,1,10,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,636.3,661.0,612.2,719.4,0,1.0,160.0,120.0,140.0,180.0,120.0,720.0,F,G,D,D,5,Q,B,D,D,C,E,B,B,B,A,B,B,B,D,A,A,E,A,C,B
7,F,1,3,1,1,4,1,,0,,,,,,,,1200336,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,C,C,B,4,C,A,B,D,A,A,B,B,A,A,A,A,A,B,A,A,C,A,A,A
13,M,1,0,1,1,17,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,543.2,577.2,513.1,630.6,1,1.0,160.0,160.0,140.0,160.0,140.0,760.0,H,B,F,A,3,D,A,B,C,A,C,B,A,B,A,A,A,A,B,A,A,C,A,A,B
3,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,464.5,474.5,488.4,516.2,1,1.0,140.0,180.0,160.0,160.0,200.0,840.0,E,F,D,B,3,C,A,B,C,B,B,B,A,A,A,A,A,A,C,A,A,D,A,A,B
13,F,1,3,1,1,7,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,E,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
3,M,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,516.0,533.2,513.0,639.8,0,1.0,160.0,180.0,160.0,160.0,120.0,780.0,C,G,A,D,2,G,A,C,C,B,A,B,A,B,A,A,A,A,C,A,A,C,A,A,B
17,M,2,4,1,1,17,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,476.4,557.5,531.1,489.8,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,B,A,B,A,5,F,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
6,M,1,1,1,1,4,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,619.9,614.9,613.7,535.1,0,1.0,160.0,180.0,160.0,180.0,80.0,760.0,G,C,D,A,4,C,A,B,D,A,B,B,A,A,A,A,A,A,B,A,A,D,A,B,B
1,F,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,406.4,481.0,501.9,400.5,0,1.0,140.0,140.0,120.0,120.0,80.0,600.0,G,F,F,F,4,C,A,C,D,C,B,B,A,B,B,B,B,B,B,B,A,E,A,B,B
3,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,492.2,342.5,443.3,372.0,1,1.0,120.0,180.0,140.0,160.0,100.0,700.0,E,G,C,D,2,B,A,B,C,B,B,B,B,B,B,B,A,A,B,A,A,D,A,B,B
